id,work_title,episode_title,excerpt_fa,excerpt_en,question_fa,question_en,answer_fa,answer_en,summary_fa,summary_en,difficulty,type,source,tags
298,"Shahnameh","طهمورث","همه راه نیکی نمودی به شاه / همه راستی خواستی پایگاه","You showed the king only the path of good / Your intent was always pure and true","شهرسپ چگونه به شاه کمک می‌کرد؟","How did Shahrsep assist the king?","راه نیکی را نشان می‌داد و نیت پاک داشت","He showed the path of good and had pure intentions","شهرسپ همواره راه نیکی را به شاه نشان می‌داد و نیتش همیشه پاک بود.","Shahrsep always showed the king the path of goodness and maintained pure intentions.","Medium","Historical","Shahnameh by Ferdowsi","Shahrsep, Counsel, Integrity, Guidance"
299,"Shahnameh","طهمورث","چنان شاه پالوده گشت از بدی / که تابید ازو فرّهٔ ایزدی","So purified was the king from evil / That divine glory radiated from him","طهمورث چگونه از بدی پاک شد؟","How was Tahmures purified from evil?","با راهنمایی وزیر و تقویت ایمان","Through his minister’s guidance and strengthened faith","طهمورث با راهنمایی شهرسپ و تقویت روحی، چنان از بدی پاک شد که فرهٔ ایزدی از او تابید.","Guided by Shahrsep and spiritually strengthened, Tahmures became so purified that divine glory radiated from him.","Medium","Philosophical","Shahnameh by Ferdowsi","Tahmures, Purity, Divine Glory, Spirituality"
300,"Shahnameh","طهمورث","برفت اهرمن را به افسون ببست / چو بر تیز رو بارگی بر نشست","He bound Ahriman with spells / When mounted on his swift steed","طهمورث چگونه اهرمن را شکست؟","How did Tahmures defeat Ahriman?","با جادو و هنگامی که بر اسب تیزرو نشست","By magic, while mounted on his swift steed","طهمورث هنگامی که بر اسب تیزرو نشست، با جادو اهرمن را اسیر کرد.","When mounted on his swift steed, Tahmures used magic to bind Ahriman.","Medium","Mythological","Shahnameh by Ferdowsi","Tahmures, Ahriman, Magic, Mount"
301,"Shahnameh","طهمورث","زمان تا زمان زینش بر ساختی / همی گرد گیتی‌ش بر تاختی","Time after time he saddled his steed / And charged across the world","طهمورث چگونه در جهان گشت‌وگذار می‌کرد؟","How did Tahmures traverse the world?","با زین کردن اسب و تاختن در جهان","By saddling his horse and charging across the world","طهمورث با زین کردن اسب خود، در تمام جهان می‌تاخت و نظم برقرار می‌کرد.","Tahmures saddled his horse and charged across the world, establishing order.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Travel, Order, Steed"
302,"Shahnameh","طهمورث","چو دیوان بدیدند کردار او / کشیدند گردن ز گفتار او","When the Divs saw his deeds / They turned their necks from his words","دیوها چگونه به طهمورث واکنش نشان دادند؟","How did the Divs react to Tahmures?","از فرمان او نافرمانی کردند","They disobeyed his commands","دیوها پس از دیدن اعمال طهمورث، از فرمان او سرپیچی کردند.","The Divs, upon witnessing Tahmures’ deeds, refused to obey his commands.","Medium","Mythological","Shahnameh by Ferdowsi","Tahmures, Divs, Rebellion, Conflict"
303,"Shahnameh","طهمورث","شدند انجمن دیو بسیار مر / که پردخته مانند از او تاج و فرّ","Many Divs gathered in council / To strip him of his crown and glory","دیوها چه نقشه‌ای علیه طهمورث کشیدند؟","What plot did the Divs devise against Tahmures?","خلع او از تاج و تخت","To depose him from the throne","دیوها جمع شدند تا طهمورث را از تاج و تخت خلع کنند.","The Divs conspired together to depose Tahmures from his throne.","Medium","Mythological","Shahnameh by Ferdowsi","Tahmures, Divs, Conspiracy, Throne"
304,"Shahnameh","طهمورث","چو طهمورث آگه شد از کارشان / بر آشفت و بشکست بازارشان","When Tahmures learned of their plot / He raged and shattered their plans","طهمورث چگونه به نقشهٔ دیوها واکنش نشان داد؟","How did Tahmures respond to the Divs’ plot?","عصبانی شد و نقشه‌شان را خرد کرد","He became enraged and crushed their scheme","طهمورث با خشم، نقشهٔ دیوها را خرد کرد و آنها را شکست داد.","Tahmures, in anger, crushed the Divs’ plot and defeated them.","Medium","Mythological","Shahnameh by Ferdowsi","Tahmures, Anger, Victory, Strategy"
305,"Shahnameh","طهمورث","به فرّ جهاندار بستش میان / به گردن بر آورد گرز گران","Relying on his divine glory, he girded himself / And lifted his heavy mace","طهمورث چگونه به مبارزه با دیوها پرداخت؟","How did Tahmures engage in battle with the Divs?","با تکیه بر فرهٔ ایزدی و گرز سنگین","By relying on divine glory and wielding a heavy mace","طهمورث با اتکا به فرهٔ ایزدی و با گرز سنگین، به مبارزه با دیوها پرداخت.","Tahmures, relying on divine glory and wielding a heavy mace, fought the Divs.","Medium","Mythological","Shahnameh by Ferdowsi","Tahmures, Battle, Mace, Divine Glory"
306,"Shahnameh","طهمورث","همه نرّه دیوان و افسونگران / برفتند جادو سپاهی گران","All the male Divs and sorcerers / Raised a great magical army","دیوها چه نوع سپاهی تشکیل دادند؟","What kind of army did the Divs form?","سپاه جادویی بزرگ","A great magical army","دیوها و افسونگران، سپاهی جادویی و بزرگ علیه طهمورث تشکیل دادند.","The Divs and sorcerers formed a great magical army against Tahmures.","Medium","Mythological","Shahnameh by Ferdowsi","Tahmures, Divs, Sorcery, Army"
307,"Shahnameh","طهمورث","دمنده سیه دیوشان پیش‌رو / همی بآسمان برکشیدند غو","A black Div led them, roaring aloud / They cried to the heavens as they marched","فرماندهٔ دیوها چه کسی بود و چگونه به جنگ آمدند؟","Who led the Divs and how did they march to war?","دیو سیاه فرمانده بود و با نعره به جنگ آمدند","A black Div led them, and they marched roaring","دیو سیاه فرماندهٔ آنها بود و با نعره‌های بلند به جنگ طهمورث آمدند.","A black Div led them, and they marched to war against Tahmures with loud roars.","Medium","Mythological","Shahnameh by Ferdowsi","Tahmures, Black Div, War Cry, Battle"
308,"Shahnameh","طهمورث","جهاندار طهمورث بافرین / بیامد کمربستهٔ جنگ و کین","The world-ruler Tahmures, wrathful / Came girded for war and vengeance","طهمورث چگونه به جنگ دیوها رفت؟","How did Tahmures go to war with the Divs?","با خشم و کمربستهٔ جنگ","With wrath and girded for battle","طهمورث با خشم و آمادگی کامل به جنگ دیوها رفت.","Tahmures went to war with the Divs in wrath and full battle readiness.","Medium","Mythological","Shahnameh by Ferdowsi","Tahmures, Wrath, Battle, Vengeance"
309,"Shahnameh","طهمورث","یکایک بیاراست با دیو جنگ / نبد جنگشان را فراوان درنگ","He fought each Div one by one / Gave them no time to linger in battle","طهمورث چگونه با دیوها جنگید؟","How did Tahmures fight the Divs?","یکی‌یکی و بدون درنگ","One by one, without delay","طهمورث با هر دیویی جداگانه و بدون درنگ جنگید و آنها را شکست داد.","Tahmures fought each Div individually and without delay, defeating them.","Medium","Mythological","Shahnameh by Ferdowsi","Tahmures, Combat, Speed, Victory"
310,"Shahnameh","طهمورث","از ایشان دو بهره به افسون ببست / دگرشان به گرز گران کرد پست","Two-thirds he bound by sorcery / The rest he crushed with his heavy mace","طهمورث چه سرنوشتی برای دیوها رقم زد؟","What fate did Tahmures decree for the Divs?","دو سوم را با جادو اسیر و یک سوم را با گرز کشت","He bound two-thirds by magic and killed one-third with his mace","طهمورث دو سوم دیوها را با جادو اسیر کرد و یک سوم را با گرز کشت.","Tahmures bound two-thirds of the Divs by magic and killed one-third with his mace.","Medium","Mythological","Shahnameh by Ferdowsi","Tahmures, Magic, Mace, Divs"
311,"Shahnameh","طهمورث","کشیدندشان خسته و بسته خوار / به جان خواستند آن زمان زینهار","They dragged them, weary and bound, humbled / Begged for their lives at that moment","دیوهای اسیر چه درخواستی کردند؟","What did the captured Divs request?","درخواست امان و آموزش مهارت","They begged for mercy and offered to teach skills","دیوهای اسیر از طهمورث امان خواستند و قول دادند مهارتی به او بیاموزند.","The captured Divs begged Tahmures for mercy and promised to teach him a useful skill.","Medium","Mythological","Shahnameh by Ferdowsi","Tahmures, Mercy, Skill, Bargain"
